account_id,author,text,timestamp,post_frequency
UCp2vSO3pwD1im6LhEHHGS9g,@AmaraldeSouzaJorge,Voz perfeita som sensacional sem palavras,1779494956,1
UCgMGYbae__XhLuWMBs5neAQ,@Claude-the-gta3,Anyone here today?,1779493822,1
UCT2uEqjz9NBqmkU7v4IxcRg,@spookys1695,Ok whatever nemesis,1779493785,1
UCdk-Pf5ZG4gDJpwy8gMzCLQ,@Z0MBUSTER,"At this point, the whole planet got rick rolled at least once ",1779491874,1
UCKc66yMoyB-G-76pSv1AczQ,@JuanN.LeonOre,🗣🗣🗣🗣🗣🧠👀,1779491265,1
UCUFtI5dXx0JAvnirhMbWpzw,@Fishnato6VR,I found the QR code and a Whataburger,1779490068,1
UCIobOuQaEk3F2kCl_6PIwgA,@dannycostello1978,I've been Rick Rolled,1779489918,1
UCw3U2IURV6h14lmuFJFIkMg,@吳貓喵,Nice,1779489517,1
UCf7VBuA19WpbZkUMUqpidGA,@m3gna_xx,did anyone open this because of the game “an elmwood trail”,1779489214,1
UCxpeo3Y3MsAKHQATXXQ3Exg,@muntasirminhaz8538,4k in 2009?  But how? 😂,1779488228,2
UCxpeo3Y3MsAKHQATXXQ3Exg,@muntasirminhaz8538,Why did the resolution became 4k?,1779488178,2
UCSN3SlNhWAOlN2J7r11GbtQ,@DaPool-lol,"Returning to comment that I got people rickrolled as a birthday wish yesterday and regret nothing
Thank you Rick Astley for never giving us up, letting us down, running around, or desserting us.",1779487662,1
UCTY3skCz3U9wwosrDXyxZ-Q,@黒田朋世,普通に好きで聞いてるの僕だけ？,1779486131,1
UCqnTeIRE4xpzxL1DDkDKdpw,@KenMar111,Ricky is awesome!,1779485371,1
UC4lCGjpQrZDH6DOy1EGna3w,@brandonrobinson5755,Scanned a Rick rolled QR code. Now I’m here.,1779484977,1
UCtAOJRrz3dxfTfXEIYCafpQ,@boatosaurus-y7k,beluga sent me,1779484937,1
UCnqF0K0VKoj9q5F3YLxF_Wg,@Millie._mochichan,Where are my robux,1779483915,1
UCEyYmwhEMJ49EFKTQhR7WPg,@PiersBendoo,I am Sukdeep dikshit kindly give you up,1779482247,1
UCq6vx4Y5dbXbOmnspvLgh7w,@MILHO_LOL,"I didnt get rick rolled, i really liked the song",1779481399,1
UC5u5eQQMCrWCHajnWi0lnDA,@blue_dove316,Pov your swiping right of the songs to skip a few then hear the first beat of this one,1779480991,1
UCwkRRL2yS-mJvOqPGhUN_NA,@IM-THE-GOOSEE,Bro kod qr is reak roll me xd,1779480511,1
UCoC5yMWLE35QaG54hQtnUgg,@KaptenKorea,Rubik’s cube guy got me,1779480225,1
UCVbEBdcJilQzyiULNbjNvhA,@AbdalahBrahim-u1r,"This is one of the greatest songs ever made, timeless classic",1779479482,2
UCVbEBdcJilQzyiULNbjNvhA,@AbdalahBrahim-u1r,"This is one of the greatest songs ever made, timeless classic",1779479404,2
UCq3C8hzWU2sRJ01dVJxBTHA,@mqttpqt_q,My first time being rickrolled.,1779476321,1
UCA316Sd12dUUssFpoJ1Rrag,@bella_gatos123,TORAJO????,1779474846,1
UCZCbz8B452IXu5WC7uc8KDg,@TalisGuilherme-d9f,🤮🤮🤮🤮🤮🤮,1779474682,1
UCzDcqHDuQVuXo62IX2_7znw,@VaniaMaurício-q9x,Lindos demais ❤ são os meus ídolos numa festa só ❤sou de São Paulo Brasil.,1779474558,1
UCsVW00Sd4k-5xoevhGmBkog,@ApisFloreaBee,Thank you Vanguard for showing this to cheaters in League of Legends.,1779474408,1
UCfpSSYxRhTsSlDDmpCgDvxQ,@AuraBravo-d2n,Todos  los hermanos y hermanas de Pedro Pablo Pabón Chirinos son espiritistas,1779473743,15
UC_3iHZWd7pw4ZH8FfEKnLbQ,@secret-z8w2h,I love this,1779473473,1
UCZpu23nm_gzGgKHQlMVIGIw,@antarus6338,Test comment from TVHTML5 client,1779473233,3
UCZpu23nm_gzGgKHQlMVIGIw,@antarus6338,Test comment from TVHTML5 client,1779473103,3
UCZpu23nm_gzGgKHQlMVIGIw,@antarus6338,Hello from Puzzle+!,1779472727,3
UCfpSSYxRhTsSlDDmpCgDvxQ,@AuraBravo-d2n,"Pedro Pablo Pabón  Chirinos es el que también me habla 
mentalmente, quitenmelo a Leiving Thais Chirinos Bravo si ya",1779471991,15
UCdpVkMT706uWt2SwudcadHQ,@J.C.checkstuffout134,Yeah a lot of people realize 60 70s 80s the greatest errors of music ever ain't never going to be like that again and Rick was part of that man just nothing but magic and talent right there brother God bless you,1779470478,1
UChynbfWDKLxFBOL2CxbAI2w,@MonkFruit.01kg,He’s really never gonna give us up,1779470416,1
UC2OcKe9PstIJGO_mgrkR2rg,@bryobrain,"Imagine I was one year old when this golden classic was produced,, but when I listen to it I totally feel it,,,, true old is gold",1779470186,1
UCnRylEtBRf45GvAh5wmAidQ,@Muiz-yv9lc,Damn I still remembered it well I Rick rolled my entire school by a singing competition,1779470035,1
UCJZMlJT6YiMslstViXdle8Q,@davids.8509,Dude is living like a king from this one single song. lol. the ultima Rickroll,1779468941,1
UCUL--4jW6X56CwH_MvAjCQQ,@Joelycakes,I got a 3d printed qr code and it led me to this,1779468822,1
UCCglFuqL4k_QuAeFquMqumw,@TheGamingChannelEditz,"brooo imagine how muchab 4k camera costed 16 years ago. in those times they costed like i believe
 50k",1779468632,1
UCvX-Gr4zFvdlSAFlW8FI_8A,@nostalgialz2282,Me acaba de rickrollear german,1779468531,1
UCOMArS_tOWqUdl0bvIfdjUA,@muffin_nr8,https://www.youtube.com/watch?v=dQw4w9WgXcQ,1779468307,1
UCFHmbWyqaoaYv8MlfhzxS6w,@alexjamesbilodeaumusic,I will never make a song as good as this.,1779467498,1
UC9MLWeevCZ9g5g9BAlOLjpQ,@Honda_de_temu,"I got trolled, dude  🥀",1779467205,1
UC8heo_Kacc4lkOqPxLkZEUw,@sincerely_savannah,Who else is grabbing the link to rickroll someone else?,1779466751,1
UCF5ScyZ1doE3OjLZN0N9Kmw,@MaryamMohamed-z9h,2026 anyone?,1779466448,1
UCV8cKoZxxHG2RCq39YTVUcw,@melinamom6,O,1779466370,1
UCIGEXng2kiZI9y0BoDyigrg,@KatarzynaBrzezina-sh2jg,Music never bored ❤🥰😘about love and feelings,1779466236,1
UCx5RJ3RLWDijexGeemx4nUA,@Dotch_vandirlinde-y9m,"""Cmon James that was not funny""",1779466186,1
UC2ITPjvbZSNSSE_QoMNDvgw,@XEANA-X,Lol valorant dma link 😂😂😂 f*ck you cheatersss,1779465986,1
UC8H9uE2u8Y30qh2Dms_Ha3A,@mooncakeikoo,lol come here bcs of a link my professor sent to me... turned out everyone here also experienced the same thing lolololol,1779465941,1
UCgZwluOrnhrowAbA1jL28nA,@AntriGaitanou,I GOT RICKEOLLED,1779465914,1
UCFzVE5lX5JrufI4FBCPLGTw,@DeSan_0,I liked this music✨,1779465557,1
UC_nvu6_WI-zopPB4QAkLv2A,@overconfident-776,Bro I was just trying to listen to the next video and this pop up,1779464322,1
UCoM6ww1wwIgklHv2eghm_Dg,@mafiso-s3j,I Rick roll my friend discord lol the got mad heheheheheh,1779464117,1
UC5eK4im5u-Atz_xrY_H-cpw,@hebaanees483,First video,1779463792,1
UCIwlSWhS3IbP3bm-myZnnXw,@FoxMy432,I'm getting Rick rolled by Bruce firmware,1779463266,1
UCFfWx8Deem_dcA4idaKsouw,@İsmetİnönü-j1x,I said ChatGPT give me random YouTube URL and it gave me this,1779462835,1
UCzg9G70KsdQpSxAb3zLVrmg,@PradeepKumar-ip9ve,No one mentioned the boys is DIABOLICAL,1779462610,1
UCU0c1u81IozC5M4Qe6A-V0w,@LAURA-DW-t5d,2026,1779461391,1
UC5qplpUZo4evbeymyfcx10w,@strategicfamilylaw,I just got RICK ROLLED with this song!!! LMAO!,1779461266,1
UCfpSSYxRhTsSlDDmpCgDvxQ,@AuraBravo-d2n,"Living Iris Chirinos Bravo tiene un mal espíritu que se lo pasa a Leiving Thais Chirinos Bravo  y le habla, hagan algo por favor para yo no seguir  oyendolo",1779461099,15
UCmUAoRIjp332Mm7e_cGuhpg,@ahtmm_op,😡🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬,1779461007,1
UC5TxZj-Ov7b4lAUMlrIgcpg,@R1ft327,"God, that QR code beat was awful.😂",1779460252,1
UCgKwXLD1MLzlijBsM4lZE7w,@IzaBanasiak,I DIDNT GET RICKROLLED CUZ I GOT AN AD,1779460174,1
UCLpRlRCQgiNeM1DWQIBqQ8w,@terminatedcreator5590,How did you get rickrolled?,1779460122,1
UCW_THHqVOvc8klX7I_y0cuQ,@FamNybye,GODDAMN AUTOPLAY RICKROLLING ME!!!!,1779459317,1
UC10Sp6uDnxSVOsojPxWCcQw,@NOT_SamEye,BRO WHAT THE FUCK THIS WAS IN ONE OF THOSE PLAYLISTS YOUTUBE MAKES FOR U I GOT RICKROLLED BY YOUTUBE,1779458865,1
UCO9ye-hIdjMdqZfWyXYOdrA,@Utimplay,Who is from tidal locked?,1779458779,1
UCTRxCYPMupcP5Q7xF3Vm3qQ,@Kingerofchest,NOOOOOOO,1779458556,1
UCYNXvLR70H8ufDRA0TQJC6Q,@Short_dummy,Me and my irl friend got rickrolled by an SCP scientist access card,1779458239,1
UCRPC3hIJu6N8TOrh9bW4vfg,@monii1103,Stupid QR code,1779457908,1
UC8bhCRLDnQTPsKEZCmYaiYw,@REETAKUMARI-j1y2d,No way youtube himself commented on this video,1779456778,1
UC8ETmc5looRyPRHN3UcOSUw,@Tactical_muffinn,In fact:he never let us down,1779456671,1
UCyjl_S2Z4pRvkx5lyS7usLg,@ZIOVGNA,I GOT RICKROLLED,1779456433,2
UC7kM7sVNrQgyUO5M5G5SkBw,@Lorvelay,Nooooo how dare you outsmart me,1779455976,1
UCKmGvQNT3FTAdi0dnC-Aszw,@The_ONEuser,https://youtu.be/dQw4w9WgXcQ?si=XCljqWHn5SPMoAE4,1779454799,1
UC3mjconv-JYZl3hZAH_gPGg,@Nemoi777,Who is here after the official RWS page when searching for postal 3,1779454773,1
UCWm-PJMUs_Aokj3OkGNAaPg,@Turtle.epg435,1b views is CrAzY,1779453445,1
UCX04wYjgfDivNK56KSn7F6g,@FFain,Episode 9 of the amazing digital circus went online,1779453293,1
UCp1hoCddBJ3f0Ijbi6-2Z-w,@Yoonchae-e1v,I scaned a qrcode for this,1779452907,1
UCiO1roIc817bYMG3Cw_Iqhg,@n-bonapartisan,Ads ruined rickrolling,1779452735,1
UCzHPeU49OlNUmiHsH4O6ZFQ,@bacon-n8p,ad saved me for once,1779452515,1
UCV2JoNAK5VqgMCEvkO0gGGg,@HarmonicVector,RIOOOOOOOOOOT!!!!,1779452340,1
UCue2Kd7huOPox4Ufmf0t6pw,@niharikakumar5796,Now I even remember the yt url for rickroll,1779452177,1
UCmuETI1W76dI5ikY_HbaSyA,@l3v-q3k,rick roll❤❤❤❤,1779452037,1
UCVPtogJVhBfzaHhUjN6_31A,@barsoguz7276,Ohhh riot games,1779451869,1
UCpKSVE2eI8omMdczKehXnTw,@liamobryan6105,This shit was a QR code on a car and curiosity got me,1779451712,1
UCL9AH_aQZC5jchyJKE5S2UA,@J_A_J_A30,"I actually need to look for Zoey, WHO MADE THIS GAME",1779451547,1
UCci5EZQ14hhB6ViuHlWwV8Q,@edooTR,I just rickrolled 😭,1779451533,1
UCosCjmSKxK1k5HPdzZ7LJhw,@That1pizzaboiiscool,Where is the free Robux😢😢😢😢😢😢😢😢😢,1779451409,1
UCWOqbaFDCzmIPaMTenYO4AA,@edit-adamu4565,Bro where is my brawl pass and what is are doing this meme in qr codeeeee,1779450711,1
UCxNxdSjOU1wZxMHdavxDEZQ,@emersonhenrique1789,tryhackme <3,1779449816,1
UCHyMNq4emYvlsbWNlvyXOaQ,@Regaz.black-42,I'm here from the game about backroom anomalies.,1779449606,1
UCfFVnz9zIkY-SW1ZvxNsidQ,@Cryfe_The_Leopard,"NOOOOOO, YOU GOT ME WITH THE QR-CODE
🤣🤣🤣😭😭😭",1779449529,1
UCLk6jIG9MEIjETKHMWqq56A,@ItsSadi,"Who’s here in 2026 May - June
👇",1779449488,1
UCVGcUeI3ytDIPZkAgu0TLUQ,@thedasher-y3h,Bro. I was on discord and saw a link in someone called moon bob and it brought me here,1779449423,1
UCuJ56t9Nw0za3ARGSyvo8pg,@farhanomer2743,Seriously?😮😲,1779449045,1
UCbUCd8IL6bDtXiOR7hXfdBg,@Cesar-h6s4h,while everyone is saying abt getting rick rolled no one is talking abt how young he looks in this vid and look at his face now he looks good but a lil old bro is in his prime respect🫡,1779448990,1
UCpffxmSjX80NFu8ZqdYkWHw,@Officially_Mizzy,I hate Elmwood traik fuck this HAHAHA,1779448383,1
UCb9JHTBoYjRAM-YgU99j73A,@gameingretro881,Who here came from the qr code in boundearth,1779448372,1
UCkYdBAoT0Kc6mBgt8R0TL3Q,@HoujouTenbi,また騙された‼️,1779446653,1
UCGxzZ6lvXxcYQ5oMxI5y_aQ,@BloxyCola-n7n,Who came from the QR code?,1779446214,1
UCBFGU2-lwVUpt-e6G6axyHA,@lifeisabattlefield7549,Got here from cornhub,1779445692,1
UCMVKmlV9ogbS3P_LXDe-e7w,@lemonlimevoider,bro i clicked a link on discord and i got rickrolled. I HAD A 5 YEAR STREAK AND ITS GONE,1779444496,1
UC8eF9RXat8wkyXx7CD6lOQQ,@Gabriel-o6z9f,Someone gave me a QR code and unexpectedly it was a Rick roll 😭😭😭😭,1779442628,1
UChHHhoPD_YljlIdSyZeCaYA,@kautilyadas3449,MM's ringtone - The boys,1779442450,1
UCq4ylBIV5QNpMm_l82T8klQ,@gutuzz,1 Billion views is insane,1779441624,1
UCCF7x54doQqP-jAy0E7qjEQ,@mamamemeah,"I don’t care if I got Rick rolled, I just want to listen to song, ha take that QR Code",1779441605,1
UCu_y4gBq-EfnTZiC3U7oJ8Q,@TevinTran-p1l,Since no one  knows i got rick rolled here’s my crush but idk if i can say it so here કાયલા ટેલો,1779441511,1
UCi7vSvTk_lfDj6qoztjrtdw,@Zéro-N14,damm i got rickrolled so many times,1779439761,1
UCuIJIsUOyljX71W5yThihBg,@mikeestabrook652,My little brother played this in the car to purposely rock roll me😂,1779438872,1
UCSGchBeYeUk7IBS_iH2PonA,@sangeethanair5505,Why tf is that Rick 😂😅,1779438646,1
UC_pRYhIdLKRhu-pHjMCCWqw,@OutOfContextVR,I came here because of the Running with Scissors site...,1779438634,1
UCP4Pa8Iv09ihfdpB0E0O3qg,@fufufafa_sawit,I got Rickrolled by a Discord bot 🥀,1779437268,1
UC-IVmMNKbQjQHUavV3iq_xA,@feIicathegoat,FUUUUCCCCKKKKKKSIUSUSYWYSYET😢XRfdwcjhn,1779435983,1
UCCdOUP1CZJdnNaGtB8rO9VA,@RexEditz253,Anyone today ? 🥀🥀,1779435934,1
UCFiqdzyG8JVtNpDrct0hOiw,@MuhammadAdam-w2o,now is the meme now,1779435706,1
UCPAXiNszBbrlS6JDGmWMICQ,@DanielCuriosidadesInuteis,NEVER GONNA GIVE YOU UP 0:43,1779435407,1
UCKkMQLiKLKea5GBWVOKjCAw,@topemores4535,:3,1779433293,2
UCKkMQLiKLKea5GBWVOKjCAw,@topemores4535,i literally played this while my dad was driving and he never gave up,1779433250,2
UCE-U8vKDC6my_wyyjKGpM4Q,@aibekbinance91,This song never get older,1779432791,1
UCd4wzEKOG2E4rBg-XU9vxJw,@ThreePacksYT,0:00 ngl you just got Rick rolled,1779432230,1
UCX5trhdw4OP__trba2-dpYQ,@troysvisualarts,I got Rick Rolled to this video by YouTube's algorithm after listening to a Pet Shop Boys song 🤣,1779431857,1
UCyjl_S2Z4pRvkx5lyS7usLg,@ZIOVGNA,I GOT RICKROLLED,1779431839,2
UC1zK_8pKUMIx0s4cE7-k9fw,@AlhianaMadison,Bro cool,1779431567,1
UC7T7BcoBCdF45HIUUUynQQg,@الراقي_العراق,Thank u random man who told me that this link has a gift,1779431361,1
UCACnPVylWOy6KQ7f7RietzQ,@ISOF_IQ1,"I have rick rolled 
Again",1779430832,1
UC-6UuF3HA4YFp28XnpJbL1w,@Mrleoneo,I got rick roled😭🙏,1779428541,1
UCHr0tA5xo7ktaDH0j__k9hw,@TanushkaBudhiraja,https://youtu.be/dQw4w9WgXcQ?si=YoGH9phUvSgqP5uf,1779428519,1
UCCppXaS3bWvOTrKv7efAGFQ,@CRICSHORTS2011,CBSE IS CERTIFIED FAN OF THIS SONG🥀✌️,1779428445,1
UCMp1hRj7ceXHVIj_Bdj92ng,@JaytusYap,OG DAY,1779428054,1
UCcd-O-DVo27xBXSCt71H3Qg,@AnimaSingha1-z3l,Nice song,1779427948,1
UCiUXhDFb_JguV1vyp_LFt-w,@Ciberleo_412Shorts,ik how to rickroll my friend (rickroll 10 hours),1779427945,1
UCvS3XbrpKitIA39KABIJBPg,@mmaarrccoo123,Got from an r/place Video to an Rickroll thx,1779425498,1
UC2R_H7OEuOP1YoUwYNe4W7A,@PrinceEmmanuelSelfaison,https://youtu.be/dQw4w9WgXcQ?si=RlYBcAx7T1FTdvYs,1779423312,1
UCc4FAk5TUiIVR19jCDuRQmg,@сүх-эрдэнэХүрэлбаатар,noooo fuck,1779422262,1
UCGe7DlMKBnP85Fng4cAnNpA,@ЭлдорбекТолибов-с9ч,кто в 2026 май,1779422210,1
UCy_KYXUbIMjTkhAj8VCTCHw,@Its_YaBoi_N4yt,Lol,1779422140,1
UCRhMfF1FQ1r932zZz4Bm7WA,@scootsiram8789,Mm ringtone😂😂😂,1779422095,1
UCEFWJm5YLEUo52cIYmMDGhw,@maximuswaring,this is gold,1779422002,1
UCmj9GD7b917oAf2_tqCmNkA,@SabirGD,No way I got rickrolled in 2026,1779420030,1
UCp_Jjd2dygjL-GrQgRuYELQ,@PapaNoel2876,Wow. Ufff,1779419754,1
UC3TzXJpvfBJfMLWEDqPpNLA,@maurorojel6785,LPM german,1779419702,1
UCUnl-kxKHX4vn_pjJXcyWzw,@Frejplayz,millions of comments🫪🫪,1779419056,1
UC9BwOelE5nCTP3CsTwFC5JQ,@LarvaLamplight,"Level 103 of a shitty mobile game called “Pixel Flow”
…unbelievable",1779417948,1
UCSmiKlc6eON4Bzi7GZ8d9ww,@techlut4,Ad saved me bro,1779417327,1
UCtj6wD1-8quHj-TqMPJtvPg,@MyteriousSR,bro where the hell is Netanyahus onlyfans,1779416332,1
UC8Kl-pmz70Qfiy2jbjk0YvA,@GyattSmiyh-l5f,I got a QR code to here,1779415652,1
UCBPiKxg7OBS-WxeJMoDlZYA,@HaniaAla,Mighty eagle be like:,1779415498,1
UCxPTazdZZqU90o_HiFrHguQ,@Bogdan83958,I'm from Antimatter Dimensions :],1779415494,1
UC5LMcNUvRY2UfGvEwZpH5Ew,@purevdemberelosor5485,I rickrolled myself,1779415436,1
UC9njr3OQ3JF1kj-unQBv1yQ,@brainrot-yes,chatgpt fucking led me here bro,1779413521,1
UCMYD2w9dWmysz7bNoQeVNxQ,@viccc-21221,Fun fact- this song is still popular 16 years later. with 1.7 billion views...,1779412825,1
UCJR6XqeHfTbQuuwYVLOejQw,@NuttapongSaelim,Does anyone came here cuz jakeras' qr code?,1779412067,1
UCrpha_EJWdHXaBl4tcAG7VQ,@EdwardR32R42,no it dummy terms of getting glasses what u think,1779411983,1
UCOil1buQbhZVdrtJmBi53zQ,@atozallinone5735,Is someone come here after listening MM's ringtone from the boys,1779411754,1
UCR-ZZxVEyFBQJgVxAKKYByQ,@donrego,I was just Rick-rolled by the official PBA website....classic! 😎🎳,1779411231,1
UCULOc0Wnm08VsGxQKQSG47Q,@YellowAndGrayGD,"Never let this comment get down to 1 million likes, lets do this boys!



Oh wait i suck at English i forgot",1779410866,1
UCHGGtXYxxTGBBlDKmW1n50g,@Moonlight_Gotico,descobri  o sercreto,1779410848,1
UCqh90F9koAbed2IvyICj0-g,@9622scoutgaming1,I GOT RICKROLLED,1779410173,1
UCoL0zqv4lzBvrqTjSs_omrg,@KyleDelfin-c6v,Yipeeee,1779410075,1
UCiJnG5DgtOfECb_ikljfI5A,@Soujirio,">:v here again 
Damn it",1779409292,1
UC599O8Gb7pi5wD0B-9naeDA,@princeaf44,Wanted a link for a cracked game tutorial.......😭😭,1779408235,1
UC3ZuFJMAtayUB9vKmWwX0Yg,@thefernandezfamily4life879,Are you serious right now I scanned a QR code and it bring me to this,1779408098,1
UCrNCbWhONAMG2thuJYQDqug,@the-Prequel,"Praise Jesus, King of all Kings",1779407604,1
UCFl9B3AxPT7Jaj1HSF_VifA,@MissesWitch,"I literally got auto-played here after listening to a Russian song about meeting the monthly plan! REALLY!!! 

YouTube rickrolled me!",1779407187,1
UCJ0IWxGzX8p0bXXxkae0r1A,@stevehull1116,This song makes me happy.,1779407087,1
UCJslsfOsiBdq6-KaHYV61nw,@Liam-b5q1u,Stupid bigfoot sighting,1779407078,1
UCLYNNdqSa29mPMPoUDAVljg,@theoutlawking9123,"Dude, he has a teenager face but a Grandpa voice, lol.",1779405819,1
UCjbOVD477OzHzjQJWTsQG9g,@pizzarat7825,This is the one video they should exempt from ads.  Its not funny when the ad plays and then they see the title,1779404607,1
UCrshn0P5r8VWQF0uV8m6kmQ,@AlijahTownsend,Who came from the QR code,1779404520,1
